transaction_id,customer_id,transaction_date,transaction_time,transaction_type,category,amount,currency,merchant_name,merchant_category_code,channel,location,is_international,is_recurring,status
TXN1000413,SAN100491,2025-11-12,09:49:48,Credit,Salary,843.41,GBP,Yates-Cox,7879,Mobile App,Cardiff,False,False,Completed
TXN1000414,SAN100152,2025-05-08,16:41:28,Debit,Groceries,181.21,GBP,Aldi,1515,Online,Cardiff,False,False,Completed
TXN1000415,SAN100279,2025-09-03,05:27:24,Debit,Groceries,35.89,GBP,Aldi,5169,Online,Newcastle,False,False,Completed
TXN1000416,SAN100389,2025-08-13,05:17:42,Debit,Entertainment,47.18,GBP,Amazon Prime,2880,In-Store,London,False,False,Completed
TXN1000417,SAN100481,2025-08-25,09:17:35,Debit,Entertainment,57.18,GBP,Disney+,4264,Online,Belfast,False,False,Completed
TXN1000418,SAN100414,2025-08-21,19:59:57,Debit,Education,90.03,GBP,"Bell, Cross and Short",7552,In-Store,Bristol,False,False,Completed
TXN1000419,SAN100143,2025-10-23,13:56:08,Debit,Healthcare,25.06,GBP,"Wright, Davies and Price",6105,In-Store,Newcastle,False,False,Completed
TXN1000420,SAN100216,2025-03-27,14:57:42,Debit,Subscriptions,150.68,GBP,Buckley PLC,6222,Direct Debit,Leeds,False,False,Completed
TXN1000421,SAN100191,2025-03-12,14:33:35,Debit,Direct Debit,128.38,GBP,Barnes Group,2052,Mobile App,Liverpool,False,False,Completed
TXN1000422,SAN100209,2025-04-04,04:08:29,Debit,Dining,122.76,GBP,Pret,9691,ATM,Nottingham,True,True,Completed
TXN1000423,SAN100404,2025-06-24,13:57:33,Debit,Entertainment,74.76,GBP,Netflix,4525,ATM,Belfast,False,False,Completed
TXN1000424,SAN100352,2025-10-24,04:51:03,Debit,Groceries,144.78,GBP,Sainsbury's,8624,Direct Debit,Cardiff,False,False,Completed
TXN1000425,SAN100308,2025-06-30,07:28:44,Debit,Transport,107.82,GBP,TfL,5555,Direct Debit,Birmingham,False,False,Completed
TXN1000426,SAN100222,2025-10-04,18:27:02,Debit,Shopping,163.61,GBP,Hussain-Cooper,4246,In-Store,Manchester,False,False,Failed
TXN1000427,SAN100215,2025-09-03,02:18:14,Debit,Utilities,29.2,GBP,EDF Energy,6355,Direct Debit,Nottingham,False,True,Completed
TXN1000428,SAN100401,2025-11-13,17:19:20,Debit,ATM Withdrawal,296.36,GBP,Bradley Ltd,1076,Mobile App,Edinburgh,False,False,Completed
TXN1000429,SAN100273,2025-10-18,18:09:34,Debit,Direct Debit,107.87,GBP,"Kelly, Reynolds and Allen",6527,Online,Birmingham,False,False,Completed
TXN1000430,SAN100154,2025-07-13,07:48:03,Debit,Dining,66.85,GBP,Wagamama,7559,Online,Stoke-on-Trent,False,False,Completed
TXN1000431,SAN100152,2025-01-05,23:02:58,Credit,Transfer In,4927.85,GBP,Thompson-Hussain,9082,Online,Belfast,False,True,Completed
TXN1000432,SAN100422,2025-05-27,07:01:24,Debit,Groceries,32.05,GBP,ASDA,8138,In-Store,Liverpool,False,False,Completed
TXN1000433,SAN100417,2025-02-20,06:52:12,Debit,Direct Debit,109.82,GBP,Barber LLC,1080,Online,Bristol,False,True,Completed
TXN1000434,SAN100155,2025-11-26,14:30:47,Debit,Utilities,56.43,GBP,Virgin Media,7218,ATM,Liverpool,False,False,Completed
TXN1000435,SAN100163,2025-09-01,16:44:14,Debit,ATM Withdrawal,91.04,GBP,King and Sons,7771,Mobile App,Leeds,False,False,Completed
TXN1000436,SAN100250,2025-01-04,16:28:09,Debit,Dining,67.77,GBP,Pret,8908,In-Store,Birmingham,False,False,Completed
TXN1000437,SAN100285,2025-06-20,05:06:32,Debit,ATM Withdrawal,438.98,GBP,"Mitchell, Day and Poole",4373,Online,Birmingham,False,True,Completed
TXN1000438,SAN100110,2025-11-16,00:53:36,Debit,Education,164.61,GBP,"Powell, Chapman and Jones",4078,Mobile App,Leeds,False,False,Completed
TXN1000439,SAN100263,2025-09-26,20:37:30,Debit,ATM Withdrawal,170.41,GBP,Martin-Howarth,6108,Mobile App,Glasgow,False,True,Completed
TXN1000440,SAN100469,2025-06-27,03:34:56,Debit,Shopping,80.19,GBP,"Williams, Clarke and Price",8412,Direct Debit,Bradford,False,False,Completed
TXN1000441,SAN100216,2025-10-31,18:08:46,Debit,Entertainment,138.82,GBP,Vue Cinema,2672,In-Store,Leicester,False,False,Completed
TXN1000442,SAN100457,2025-08-19,02:40:22,Debit,Education,41.47,GBP,Williams Group,1468,Mobile App,Bradford,False,False,Completed
TXN1000443,SAN100043,2025-05-29,17:01:09,Debit,Shopping,89.14,GBP,Taylor LLC,3467,Mobile App,Bradford,False,False,Completed
TXN1000444,SAN100189,2025-08-24,17:26:28,Debit,Utilities,14.58,GBP,BT,7923,In-Store,Edinburgh,False,True,Completed
TXN1000445,SAN100311,2025-01-12,03:57:06,Debit,Education,106.13,GBP,Roberts-Reid,2788,Online,Sheffield,False,False,Completed
TXN1000446,SAN100018,2025-02-19,20:25:50,Debit,Subscriptions,56.9,GBP,Mills PLC,2078,Direct Debit,Leeds,False,False,Completed
TXN1000447,SAN100207,2025-04-02,01:30:09,Debit,Healthcare,81.61,GBP,Yates-Lewis,4602,ATM,Coventry,False,False,Completed
TXN1000448,SAN100147,2025-09-10,07:17:32,Credit,Transfer In,3183.41,GBP,"Holmes, Norman and Thomas",1050,Online,Liverpool,False,False,Completed
TXN1000449,SAN100156,2025-01-06,07:34:03,Debit,ATM Withdrawal,455.2,GBP,"James, Stephens and Gray",4909,In-Store,Cardiff,False,True,Completed
TXN1000450,SAN100233,2025-07-29,23:45:52,Debit,Entertainment,192.64,GBP,Odeon,8775,Mobile App,Cardiff,True,False,Completed
TXN1000451,SAN100087,2025-10-17,00:00:49,Credit,Salary,3921.17,GBP,Wells Ltd,1159,Direct Debit,Belfast,False,False,Completed
TXN1000452,SAN100126,2024-12-03,13:27:26,Debit,Education,26.33,GBP,Grant and Sons,1284,Direct Debit,Edinburgh,False,False,Completed
TXN1000453,SAN100075,2025-08-03,10:47:55,Debit,Transfer Out,65.08,GBP,Jones-Jones,5990,ATM,Leicester,False,False,Completed
TXN1000454,SAN100339,2025-02-06,22:50:43,Debit,Education,54.44,GBP,Bird-Ryan,8516,Online,Belfast,False,False,Completed
TXN1000455,SAN100339,2025-10-16,09:02:10,Debit,ATM Withdrawal,435.26,GBP,"Baxter, Morris and Harper",8935,Online,Bristol,False,False,Completed
TXN1000456,SAN100210,2024-12-25,04:54:01,Debit,ATM Withdrawal,125.72,GBP,"Talbot, Ellis and Thomas",3320,ATM,Coventry,True,False,Completed
TXN1000457,SAN100220,2025-08-08,19:00:25,Debit,Shopping,45.23,GBP,"Palmer, Jackson and Todd",2462,In-Store,Nottingham,False,False,Completed
TXN1000458,SAN100347,2025-05-26,09:58:25,Debit,Travel,180.35,GBP,"Watson, Shaw and Gray",8360,Direct Debit,Liverpool,False,False,Completed
TXN1000459,SAN100200,2025-10-16,01:48:34,Debit,Subscriptions,86.37,GBP,"Jones, Roberts and Gilbert",5526,ATM,Newcastle,True,False,Completed
TXN1000460,SAN100313,2025-04-10,00:24:36,Debit,Utilities,89.52,GBP,BT,6685,ATM,Leeds,False,False,Completed
TXN1000461,SAN100238,2025-05-25,05:17:24,Credit,Salary,1176.02,GBP,Lloyd LLC,5747,Direct Debit,Stoke-on-Trent,False,False,Completed
TXN1000462,SAN100409,2025-05-02,19:40:25,Debit,Dining,8.04,GBP,Nando's,4560,ATM,Leeds,False,False,Completed
TXN1000463,SAN100338,2025-05-12,21:17:28,Debit,ATM Withdrawal,20.31,GBP,Adams Inc,5119,In-Store,Belfast,False,False,Completed
TXN1000464,SAN100490,2025-02-02,23:15:34,Debit,Transfer Out,289.16,GBP,Benson-Godfrey,2409,ATM,Glasgow,False,True,Completed
TXN1000465,SAN100041,2025-04-24,23:16:18,Debit,Dining,47.68,GBP,Costa,6810,In-Store,Nottingham,False,False,Completed
TXN1000466,SAN100133,2025-01-16,09:32:13,Debit,Direct Debit,63.89,GBP,Gray-Taylor,6091,In-Store,Southampton,False,False,Completed
TXN1000467,SAN100349,2025-07-08,01:28:45,Debit,Transfer Out,115.76,GBP,"Henry, Harris and Buckley",3223,Mobile App,Stoke-on-Trent,False,False,Completed
TXN1000468,SAN100474,2025-10-21,11:13:20,Credit,Salary,2575.19,GBP,Long-Vaughan,4004,Mobile App,Southampton,False,False,Completed
TXN1000469,SAN100257,2025-03-06,03:32:25,Debit,Direct Debit,138.61,GBP,Ali-Law,6858,Mobile App,Belfast,False,False,Completed
TXN1000470,SAN100014,2025-05-04,20:46:52,Debit,Direct Debit,113.99,GBP,Walker-Phillips,7896,Online,Glasgow,False,False,Completed
TXN1000471,SAN100262,2025-08-23,11:14:35,Debit,Shopping,29.82,GBP,Woods-Thomas,9900,Direct Debit,Edinburgh,False,False,Completed
TXN1000472,SAN100343,2025-05-13,01:21:04,Debit,Groceries,95.25,GBP,Lidl,9487,Mobile App,Manchester,False,False,Failed
TXN1000473,SAN100054,2025-02-19,10:30:56,Debit,Shopping,120.9,GBP,Wilkinson Ltd,5760,Direct Debit,Coventry,False,False,Completed
TXN1000474,SAN100299,2025-01-09,22:05:52,Credit,Salary,2798.69,GBP,"Morrison, Clarke and Powell",1868,In-Store,Bradford,False,False,Completed
TXN1000475,SAN100114,2025-11-12,12:58:46,Debit,Direct Debit,136.76,GBP,Roberts Inc,3535,ATM,Edinburgh,False,False,Completed
TXN1000476,SAN100319,2025-09-11,12:58:26,Credit,Transfer In,1403.15,GBP,Walker-Perkins,2100,Online,Glasgow,False,True,Completed
TXN1000477,SAN100104,2025-06-20,11:30:39,Debit,Utilities,97.38,GBP,Sky,8271,Mobile App,Manchester,False,False,Completed
TXN1000478,SAN100094,2025-07-27,17:27:23,Debit,ATM Withdrawal,132.77,GBP,"Kelly, Wilkinson and Robinson",9957,ATM,Leicester,False,False,Completed
TXN1000479,SAN100325,2025-10-02,14:37:03,Debit,Groceries,41.04,GBP,Lidl,4943,In-Store,Bradford,False,False,Completed
TXN1000480,SAN100148,2025-04-24,00:49:01,Debit,Dining,135.17,GBP,Starbucks,9076,ATM,Bristol,False,False,Completed
TXN1000481,SAN100213,2025-08-19,16:25:26,Debit,ATM Withdrawal,223.92,GBP,Roberts-Walker,1458,ATM,Leicester,False,False,Completed
TXN1000482,SAN100017,2025-03-31,15:54:14,Credit,Salary,3426.9,GBP,Fisher and Sons,8282,Online,Belfast,False,False,Completed
TXN1000483,SAN100141,2025-11-08,19:03:01,Debit,Groceries,196.44,GBP,ASDA,9202,Direct Debit,Newcastle,False,False,Completed
TXN1000484,SAN100032,2024-12-13,19:40:43,Debit,Entertainment,132.9,GBP,Amazon Prime,6558,Mobile App,Glasgow,False,False,Completed
TXN1000485,SAN100201,2024-12-07,23:05:41,Debit,Utilities,183.65,GBP,Virgin Media,8925,Mobile App,Coventry,False,True,Completed
TXN1000486,SAN100259,2025-11-08,22:02:29,Debit,Transfer Out,336.27,GBP,Knight Group,5247,In-Store,Cardiff,False,False,Completed
TXN1000487,SAN100424,2024-12-16,02:05:09,Debit,Healthcare,18.18,GBP,Atkins-Wilson,1483,In-Store,Sheffield,False,True,Completed
TXN1000488,SAN100243,2025-09-08,14:41:40,Debit,Shopping,153.18,GBP,Hancock Ltd,4876,Online,Liverpool,False,False,Pending
TXN1000489,SAN100472,2025-01-14,18:51:25,Debit,Utilities,17.08,GBP,Thames Water,2875,Online,Birmingham,False,False,Completed
TXN1000490,SAN100015,2025-09-12,20:41:22,Debit,Direct Debit,38.94,GBP,"Matthews, Summers and Hawkins",2763,Mobile App,Nottingham,False,False,Completed
TXN1000491,SAN100100,2025-10-11,07:25:54,Debit,Dining,100.77,GBP,Pret,5687,In-Store,Newcastle,False,False,Completed
TXN1000492,SAN100404,2024-12-28,14:04:40,Debit,Transport,21.77,GBP,TfL,2576,In-Store,Manchester,False,False,Completed
TXN1000493,SAN100208,2025-06-02,19:36:58,Debit,Subscriptions,111.58,GBP,"Carter, Allan and Brown",2179,ATM,Liverpool,False,False,Completed
TXN1000494,SAN100270,2025-09-29,17:25:39,Debit,Education,42.08,GBP,"Bell, Green and Fox",4399,Direct Debit,Coventry,False,False,Completed
TXN1000495,SAN100436,2025-04-22,10:14:53,Debit,Entertainment,161.31,GBP,Disney+,8004,Mobile App,Birmingham,False,True,Completed
TXN1000496,SAN100051,2025-09-30,04:07:03,Debit,Utilities,102.25,GBP,British Gas,9856,ATM,London,False,False,Completed
TXN1000497,SAN100128,2025-10-10,07:56:49,Debit,Healthcare,142.14,GBP,Field-Reid,2113,In-Store,Edinburgh,False,False,Completed
TXN1000498,SAN100477,2025-03-20,22:47:10,Debit,Subscriptions,102.51,GBP,Howell-Pritchard,7540,Direct Debit,Manchester,False,False,Completed
TXN1000499,SAN100479,2025-07-28,03:15:40,Debit,Direct Debit,197.06,GBP,Patel-Sykes,1491,Online,Cardiff,False,False,Completed
TXN1000500,SAN100030,2025-02-19,18:46:35,Debit,Entertainment,44.83,GBP,Odeon,6400,Online,Sheffield,False,False,Completed
TXN1000501,SAN100312,2025-04-27,23:28:27,Credit,Transfer In,4257.52,GBP,Jones-Walker,1579,ATM,Birmingham,False,False,Completed
TXN1000502,SAN100041,2025-06-13,07:00:19,Debit,Direct Debit,112.53,GBP,Palmer Group,3121,ATM,Manchester,False,False,Completed
TXN1000503,SAN100179,2025-08-23,05:43:44,Debit,Healthcare,98.13,GBP,Carter-Edwards,4731,Online,Manchester,True,False,Completed
TXN1000504,SAN100311,2025-05-14,17:56:58,Debit,ATM Withdrawal,202.11,GBP,"Simpson, Simmons and Barnes",1296,Direct Debit,Coventry,False,False,Completed
TXN1000505,SAN100220,2025-04-14,15:37:10,Credit,Transfer In,2420.75,GBP,"Griffiths, Kemp and Connor",3257,Online,Leicester,False,False,Completed
TXN1000506,SAN100180,2025-07-18,14:16:37,Debit,Transport,71.91,GBP,TfL,4902,In-Store,Birmingham,False,False,Completed
TXN1000507,SAN100454,2024-12-31,04:20:45,Debit,Transfer Out,400.73,GBP,"Thompson, Taylor and Jones",1750,Online,Sheffield,False,True,Completed
TXN1000508,SAN100092,2025-03-01,21:35:46,Debit,Dining,13.53,GBP,Wagamama,5001,ATM,Glasgow,False,False,Completed
TXN1000509,SAN100039,2025-01-21,05:49:07,Debit,Utilities,53.79,GBP,Sky,4372,Mobile App,Belfast,False,False,Completed
TXN1000510,SAN100154,2025-07-13,16:39:28,Debit,Shopping,157.14,GBP,Norris-Bryant,5795,In-Store,Bradford,False,False,Completed
TXN1000511,SAN100053,2025-09-04,07:03:07,Debit,Groceries,72.59,GBP,Morrisons,8966,ATM,Birmingham,False,True,Pending
TXN1000512,SAN100118,2024-12-22,03:56:11,Debit,Dining,149.67,GBP,Pizza Express,3011,ATM,Glasgow,True,False,Completed
TXN1000513,SAN100391,2025-05-29,18:26:25,Debit,Education,190.84,GBP,Kemp-Haynes,1348,Mobile App,Manchester,False,False,Completed
TXN1000514,SAN100494,2025-01-24,15:07:57,Debit,Utilities,16.65,GBP,Sky,7290,Mobile App,London,False,False,Completed
TXN1000515,SAN100105,2025-03-27,23:46:34,Debit,Healthcare,40.96,GBP,"Anderson, Carr and Phillips",8062,Direct Debit,Manchester,False,True,Completed
TXN1000516,SAN100479,2025-02-15,00:37:54,Debit,Groceries,182.46,GBP,Lidl,6508,ATM,Newcastle,False,False,Completed
TXN1000517,SAN100222,2025-06-23,22:52:27,Debit,ATM Withdrawal,225.22,GBP,Kaur-Webster,1935,Online,Stoke-on-Trent,False,False,Completed
TXN1000518,SAN100439,2025-07-26,15:50:55,Debit,Travel,95.38,GBP,Hall-Jones,9501,ATM,Liverpool,False,False,Failed
TXN1000519,SAN100121,2025-06-21,04:16:16,Debit,Entertainment,182.0,GBP,Amazon Prime,5495,Online,Sheffield,False,False,Completed
TXN1000520,SAN100019,2025-08-27,15:58:40,Debit,Subscriptions,58.48,GBP,"Francis, Webb and Harrison",5403,ATM,London,False,False,Completed
TXN1000521,SAN100135,2025-04-16,18:59:51,Debit,ATM Withdrawal,105.82,GBP,Marsden Ltd,8581,Online,Leicester,True,True,Completed
TXN1000522,SAN100326,2025-01-13,23:53:18,Debit,ATM Withdrawal,287.17,GBP,Williams Inc,7694,Online,Birmingham,False,False,Completed
TXN1000523,SAN100032,2024-12-14,21:50:50,Debit,Education,40.06,GBP,Hughes-Johnson,5524,ATM,Coventry,False,False,Completed
TXN1000524,SAN100316,2025-06-10,03:31:52,Credit,Salary,723.11,GBP,Morris PLC,2875,Online,Liverpool,False,False,Completed
TXN1000525,SAN100021,2025-05-02,06:59:57,Debit,Travel,144.88,GBP,Doyle Group,1996,ATM,Bristol,True,False,Completed
TXN1000526,SAN100276,2025-11-29,03:18:11,Credit,Transfer In,701.3,GBP,"Woodward, Davies and Bishop",4845,ATM,Leeds,False,False,Completed
TXN1000527,SAN100121,2025-07-13,04:29:52,Debit,Transport,68.53,GBP,Uber,7815,Online,Southampton,False,True,Completed
TXN1000528,SAN100403,2025-04-15,07:28:43,Debit,Shopping,70.32,GBP,"Thompson, Harris and Richardson",7686,ATM,Coventry,False,False,Completed
TXN1000529,SAN100188,2025-09-19,17:02:46,Debit,Groceries,61.72,GBP,Sainsbury's,1418,Online,Newcastle,False,False,Completed
TXN1000530,SAN100260,2025-11-13,04:01:13,Debit,Transfer Out,299.11,GBP,Reynolds-Smith,6636,In-Store,Nottingham,False,True,Completed
TXN1000531,SAN100195,2025-05-18,14:54:06,Debit,Transfer Out,498.95,GBP,Bennett-Atkinson,2285,Online,Sheffield,False,False,Completed
TXN1000532,SAN100375,2025-10-07,19:26:09,Debit,Healthcare,110.1,GBP,O'Brien Ltd,2986,Direct Debit,Manchester,False,False,Completed
TXN1000533,SAN100162,2025-09-29,10:02:15,Debit,Dining,43.03,GBP,Starbucks,5801,In-Store,Cardiff,False,False,Completed
TXN1000534,SAN100233,2024-12-04,05:40:12,Debit,Shopping,150.9,GBP,Gardner-Jones,2890,In-Store,Leicester,False,False,Completed
TXN1000535,SAN100180,2025-11-28,05:58:45,Debit,Travel,103.6,GBP,Webster and Sons,6935,Mobile App,Sheffield,False,False,Completed
TXN1000536,SAN100423,2025-02-11,09:24:10,Debit,Entertainment,185.51,GBP,Spotify,7678,Direct Debit,Glasgow,False,False,Completed
TXN1000537,SAN100060,2025-01-03,21:49:27,Debit,Utilities,84.66,GBP,Sky,3431,Direct Debit,Coventry,False,False,Completed
TXN1000538,SAN100448,2025-05-17,01:20:50,Debit,Education,8.02,GBP,Long Group,2979,Mobile App,Bristol,False,False,Completed
TXN1000539,SAN100051,2025-07-05,15:37:08,Debit,Entertainment,174.54,GBP,Disney+,1392,In-Store,Birmingham,False,False,Completed
TXN1000540,SAN100462,2024-12-25,00:36:50,Debit,Healthcare,74.1,GBP,"Moore, Wilson and Johnson",7591,Direct Debit,Sheffield,False,True,Completed
TXN1000541,SAN100459,2025-11-04,08:44:32,Debit,Shopping,120.34,GBP,Abbott-Walker,2765,Online,Birmingham,False,False,Completed
TXN1000542,SAN100209,2025-05-05,05:14:50,Credit,Salary,2523.89,GBP,"Rogers, Johnson and Ahmed",8138,ATM,Coventry,False,False,Completed
TXN1000543,SAN100301,2025-03-03,15:28:34,Debit,Direct Debit,164.92,GBP,"Hart, Howell and Wright",9345,Online,Glasgow,False,False,Completed
TXN1000544,SAN100332,2025-01-07,05:47:53,Debit,Education,78.98,GBP,White LLC,8185,In-Store,Bradford,False,False,Completed
TXN1000545,SAN100118,2025-06-24,09:49:40,Debit,Dining,101.19,GBP,Nando's,9481,Direct Debit,Bradford,False,False,Completed
TXN1000546,SAN100163,2025-01-15,21:40:36,Debit,Transfer Out,105.64,GBP,"Fox, Miller and Sheppard",3346,Online,Newcastle,False,False,Completed
TXN1000547,SAN100160,2025-09-08,10:54:05,Debit,Utilities,72.73,GBP,EDF Energy,2942,ATM,Bristol,False,False,Completed
TXN1000548,SAN100480,2025-07-04,19:36:16,Debit,Direct Debit,55.59,GBP,Morgan-Pratt,2738,In-Store,Bristol,False,False,Completed
TXN1000549,SAN100386,2025-07-13,11:23:25,Debit,Entertainment,10.33,GBP,Netflix,9844,Direct Debit,Newcastle,True,False,Completed
TXN1000550,SAN100104,2025-10-28,13:21:09,Debit,Dining,188.65,GBP,Starbucks,7987,Mobile App,Bradford,False,False,Completed
TXN1000551,SAN100366,2025-02-15,01:21:17,Credit,Transfer In,4636.33,GBP,Gill and Sons,2965,Mobile App,Southampton,False,True,Completed
TXN1000552,SAN100142,2025-01-02,23:50:17,Credit,Transfer In,3509.22,GBP,"Lane, O'Brien and Gardiner",6795,Online,Sheffield,False,False,Completed
TXN1000553,SAN100141,2025-03-28,16:22:38,Debit,Education,127.97,GBP,Khan Group,9402,Online,Cardiff,False,True,Completed
TXN1000554,SAN100361,2025-05-04,22:35:23,Debit,Transfer Out,270.22,GBP,Mills-Knight,4119,Direct Debit,Manchester,False,False,Completed
TXN1000555,SAN100300,2025-01-12,11:15:25,Debit,Healthcare,175.06,GBP,"Leach, Griffin and Cole",4607,In-Store,Bristol,False,False,Completed
TXN1000556,SAN100254,2025-04-09,05:41:40,Debit,Dining,30.7,GBP,Pret,2453,Direct Debit,Newcastle,True,True,Completed
TXN1000557,SAN100106,2025-10-02,19:00:04,Credit,Transfer In,1301.52,GBP,Hill-Young,7851,ATM,Nottingham,False,False,Completed
TXN1000558,SAN100271,2025-10-04,02:01:50,Credit,Salary,4794.51,GBP,Harding LLC,5916,In-Store,Edinburgh,False,False,Completed
TXN1000559,SAN100306,2025-08-17,07:42:56,Debit,Shopping,110.97,GBP,Moore-Jones,5840,Online,Sheffield,False,False,Completed
TXN1000560,SAN100147,2025-09-14,15:43:06,Debit,Healthcare,194.03,GBP,"O'Neill, Lyons and Riley",6331,In-Store,Southampton,False,False,Completed
TXN1000561,SAN100058,2025-02-03,15:11:12,Debit,Shopping,140.91,GBP,Davis-Welch,3098,Mobile App,Coventry,False,False,Completed
TXN1000562,SAN100137,2025-04-05,22:50:43,Debit,Travel,46.95,GBP,Dobson-Moore,7701,Online,Stoke-on-Trent,False,False,Completed
TXN1000563,SAN100200,2025-11-29,22:11:24,Debit,Transfer Out,232.14,GBP,Cooper and Sons,7531,ATM,Manchester,False,False,Completed
TXN1000564,SAN100419,2025-11-06,07:17:20,Debit,Groceries,65.16,GBP,Morrisons,4625,Direct Debit,Liverpool,False,False,Completed
TXN1000565,SAN100495,2025-11-29,00:37:24,Debit,Subscriptions,124.1,GBP,Williams PLC,3117,Direct Debit,Stoke-on-Trent,True,False,Completed
TXN1000566,SAN100046,2025-02-09,19:02:18,Debit,Transfer Out,358.27,GBP,"Kemp, Green and Connolly",6778,Direct Debit,Birmingham,False,False,Completed
TXN1000567,SAN100101,2025-03-03,06:48:40,Debit,Entertainment,168.44,GBP,Disney+,4757,ATM,Liverpool,False,False,Completed
TXN1000568,SAN100375,2025-11-02,01:24:43,Debit,Transport,188.3,GBP,TfL,1328,Direct Debit,Leeds,False,False,Completed
TXN1000569,SAN100144,2025-07-10,03:33:12,Debit,Dining,9.73,GBP,Pret,5051,Online,Bristol,False,False,Completed
TXN1000570,SAN100205,2024-12-12,21:21:58,Debit,Entertainment,164.57,GBP,Amazon Prime,2391,Online,Birmingham,False,False,Completed
TXN1000571,SAN100010,2025-03-11,00:27:56,Debit,Groceries,149.82,GBP,Waitrose,3487,Online,Nottingham,False,False,Completed
TXN1000572,SAN100165,2025-05-24,09:48:15,Debit,Healthcare,104.91,GBP,Turner Ltd,1383,ATM,Bristol,False,True,Pending
TXN1000573,SAN100295,2025-03-03,00:28:57,Debit,Education,78.43,GBP,"Tomlinson, Allen and Holland",8037,Online,Sheffield,False,False,Completed
TXN1000574,SAN100464,2025-08-19,18:15:18,Credit,Transfer In,2899.42,GBP,Turner-Donnelly,5007,Mobile App,London,False,False,Pending
TXN1000575,SAN100390,2025-05-28,15:07:48,Debit,Travel,144.34,GBP,Banks-Miah,8409,In-Store,London,False,False,Completed
TXN1000576,SAN100288,2025-06-17,19:29:45,Debit,Utilities,130.35,GBP,Thames Water,3355,Online,Leeds,False,False,Completed
TXN1000577,SAN100303,2025-01-07,13:46:46,Debit,Transport,21.36,GBP,Shell,8758,Direct Debit,Sheffield,False,False,Completed
TXN1000578,SAN100379,2025-04-14,13:05:54,Debit,Shopping,167.69,GBP,"Lawrence, Gould and Newman",1598,ATM,Southampton,False,False,Completed
TXN1000579,SAN100287,2025-10-14,13:39:47,Debit,Transfer Out,254.59,GBP,Barlow Inc,9188,ATM,Sheffield,False,False,Completed
TXN1000580,SAN100439,2024-12-21,02:39:41,Credit,Transfer In,4967.4,GBP,"Ellis, McLean and Taylor",2334,Online,Southampton,False,False,Completed
TXN1000581,SAN100082,2025-03-11,22:36:08,Debit,Travel,150.89,GBP,Waters Ltd,3722,In-Store,Leicester,False,True,Completed
TXN1000582,SAN100253,2024-12-06,17:42:41,Debit,Entertainment,127.1,GBP,Vue Cinema,8982,In-Store,Stoke-on-Trent,False,True,Completed
TXN1000583,SAN100150,2025-10-02,06:56:49,Credit,Transfer In,4648.87,GBP,Bartlett-Thompson,5441,Direct Debit,Cardiff,False,False,Completed
TXN1000584,SAN100072,2025-11-25,16:18:05,Debit,Dining,107.03,GBP,Pizza Express,7082,Direct Debit,Bristol,False,False,Completed
TXN1000585,SAN100382,2025-08-21,06:13:39,Credit,Transfer In,4982.84,GBP,Lewis-Singh,3217,In-Store,Bradford,False,False,Completed
TXN1000586,SAN100091,2025-04-26,19:48:37,Debit,Entertainment,96.75,GBP,Netflix,6109,In-Store,Newcastle,False,False,Completed
TXN1000587,SAN100031,2025-10-02,10:49:46,Debit,Subscriptions,96.4,GBP,"Long, O'Connor and Carter",3563,Online,Belfast,False,False,Completed
TXN1000588,SAN100007,2025-01-23,11:59:27,Debit,Direct Debit,42.56,GBP,Short-Williams,5656,Mobile App,Edinburgh,False,False,Completed
TXN1000589,SAN100287,2025-03-11,05:29:40,Debit,Travel,130.11,GBP,Holmes Group,4319,Online,Glasgow,False,False,Completed
TXN1000590,SAN100288,2025-02-01,18:59:41,Debit,Utilities,29.71,GBP,Sky,7274,ATM,Bristol,False,False,Completed
TXN1000591,SAN100465,2025-08-30,06:33:40,Debit,Education,45.81,GBP,Kemp PLC,1043,In-Store,Newcastle,False,False,Completed
TXN1000592,SAN100084,2025-04-07,15:57:45,Debit,Education,175.55,GBP,Hall-Lee,6297,Online,Manchester,False,False,Completed
TXN1000593,SAN100241,2025-01-01,01:54:14,Debit,Shopping,64.0,GBP,Nicholson-Bell,2921,In-Store,Stoke-on-Trent,False,False,Completed
TXN1000594,SAN100181,2025-02-05,06:30:39,Debit,Dining,168.54,GBP,Wagamama,9694,Online,Newcastle,False,False,Completed
TXN1000595,SAN100364,2025-01-01,04:43:43,Debit,Entertainment,168.78,GBP,Vue Cinema,8235,Mobile App,Bristol,False,False,Completed
TXN1000596,SAN100178,2025-03-26,13:14:35,Debit,Entertainment,9.93,GBP,Amazon Prime,8636,ATM,Southampton,False,False,Failed
TXN1000597,SAN100480,2025-07-17,09:27:47,Debit,Transport,79.58,GBP,National Rail,1174,In-Store,Leicester,False,True,Completed
TXN1000598,SAN100168,2024-12-07,23:47:13,Debit,Utilities,182.65,GBP,Thames Water,9237,Online,Bristol,True,False,Completed
TXN1000599,SAN100022,2025-01-31,11:10:18,Credit,Transfer In,3669.19,GBP,Lloyd LLC,5492,Online,London,False,False,Failed
TXN1000600,SAN100323,2025-05-17,16:43:38,Debit,Education,100.61,GBP,"Hewitt, Brookes and Davies",8756,Direct Debit,Leeds,True,True,Completed
