complaint_id,customer_id,customer_age,customer_gender,customer_segment,customer_city,complaint_date,complaint_time,category,severity,description,channel,status,resolution_date,resolution_days,compensation_amount,satisfaction_score,escalated,product_involved,branch_code
CMP100253,SAN100330,36,Other,Premium,Southampton,2025-03-11,12:57:44,Payment Delays,Low,Standing order failed,Online Chat,Resolved,2025-03-25,14.0,165.42,2.0,False,eSaver,BR551
CMP100254,SAN100330,36,Other,Premium,Southampton,2024-10-10,17:31:45,Mobile App Issues,High,App crashes when checking balance,Social Media,Closed,2024-11-21,42.0,0.0,5.0,False,Mortgage,
CMP100255,SAN100330,36,Other,Premium,Southampton,2024-06-17,04:10:20,Branch Service,Low,Branch closed without notice,Phone,Resolved,2024-06-29,12.0,154.76,2.0,False,Credit Card,BR381
CMP100256,SAN100330,36,Other,Premium,Southampton,2025-05-30,03:51:43,Customer Service,Low,Unhelpful staff at branch,Mobile App,Resolved,2025-06-22,23.0,0.0,1.0,False,Stocks & Shares ISA,
CMP100257,SAN100330,36,Other,Premium,Southampton,2025-02-08,09:42:47,Customer Service,Low,Long wait times on phone support,Mobile App,Resolved,2025-03-10,30.0,183.89,4.0,False,Cash ISA,
CMP100258,SAN100303,33,Male,Standard Plus,Stoke-on-Trent,2024-12-17,22:42:11,Branch Service,High,Documents lost by branch,Online Chat,Closed,2024-12-20,3.0,0.0,5.0,False,Credit Card,BR638
CMP100259,SAN100303,33,Male,Standard Plus,Stoke-on-Trent,2025-02-14,00:45:35,Branch Service,Medium,Documents lost by branch,Online Chat,Closed,2025-02-17,3.0,0.0,3.0,False,Stocks & Shares ISA,BR588
CMP100260,SAN100303,33,Male,Standard Plus,Stoke-on-Trent,2025-10-20,05:56:01,Online Banking,Low,Transfer limit too restrictive,Mobile App,Resolved,2025-11-02,13.0,1790.28,1.0,False,Credit Card,BR155
CMP100261,SAN100303,33,Male,Standard Plus,Stoke-on-Trent,2025-10-07,12:47:44,Fee Complaints,High,Foreign transaction fee too high,Phone,Closed,2025-10-14,7.0,0.0,1.0,True,Credit Card,BR840
CMP100262,SAN100303,33,Male,Standard Plus,Stoke-on-Trent,2024-11-07,07:43:40,Payment Delays,Medium,Direct debit not processed,Mobile App,Resolved,2024-12-02,25.0,154.77,5.0,False,Cash ISA,BR776
CMP100263,SAN100303,33,Male,Standard Plus,Stoke-on-Trent,2024-08-27,05:31:53,Account Access Issues,Low,Two-factor authentication issues,Branch,Closed,2024-09-28,32.0,0.0,1.0,False,Credit Card,
CMP100264,SAN100461,46,Female,Premium,Cardiff,2025-09-28,01:50:17,Transaction Disputes,Low,Double charged for a purchase,Phone,Closed,2025-10-04,6.0,59.69,4.0,False,Cash ISA,
CMP100265,SAN100461,46,Female,Premium,Cardiff,2025-01-10,19:35:56,Card Problems,Low,Contactless payment not working,Online Chat,Resolved,2025-01-13,3.0,52.36,3.0,False,Stocks & Shares ISA,
CMP100266,SAN100461,46,Female,Premium,Cardiff,2025-08-15,11:15:19,Online Banking,Medium,Website down during payment,Phone,Resolved,2025-09-05,21.0,129.78,5.0,False,Everyday Saver,BR747
CMP100267,SAN100348,49,Female,Premium,Bristol,2025-04-04,05:33:33,Account Access Issues,Low,Account locked without explanation,Email,Resolved,2025-04-08,4.0,122.21,5.0,False,Cash ISA,BR507
CMP100268,SAN100035,50,Female,Premium,London,2025-05-26,19:35:29,Online Banking,Medium,Session timeout too short,Mobile App,Resolved,2025-06-19,24.0,0.0,2.0,False,Everyday Current Account,BR977
CMP100269,SAN100100,50,Other,Standard Plus,Newcastle,2025-05-22,09:40:49,Card Problems,Medium,Card declined despite sufficient funds,Branch,Closed,2025-05-29,7.0,0.0,2.0,False,Everyday Current Account,
CMP100270,SAN100101,61,Other,Premium,Cardiff,2024-11-12,19:38:46,Mobile App Issues,Medium,Fingerprint login not working,Email,Resolved,2024-11-27,15.0,0.0,1.0,False,Select Current Account,BR151
CMP100271,SAN100016,44,Female,Premium,Stoke-on-Trent,2025-09-21,04:51:26,Account Access Issues,Low,Unable to log into online banking for 3 days,Email,Closed,2025-09-22,1.0,0.0,3.0,False,Everyday Current Account,BR561
CMP100272,SAN100016,44,Female,Premium,Stoke-on-Trent,2025-07-05,04:37:53,Mobile App Issues,Low,Cannot make payments through app,Mobile App,Resolved,2025-07-18,13.0,0.0,2.0,False,eSaver,
CMP100273,SAN100153,64,Female,Premium,Leeds,2025-11-28,22:45:22,Fee Complaints,Low,Foreign transaction fee too high,Social Media,Escalated,,,0.0,,False,Stocks & Shares ISA,
CMP100274,SAN100262,33,Male,Standard Plus,Belfast,2025-06-14,05:25:39,Transaction Disputes,High,Incorrect amount debited,Online Chat,Closed,2025-06-26,12.0,84.77,3.0,True,Credit Card,BR200
CMP100275,SAN100017,57,Female,Standard Plus,Manchester,2025-09-18,14:28:32,Fraud/Security,High,Fraud alert triggered incorrectly,Phone,Resolved,2025-09-20,2.0,0.0,3.0,True,Stocks & Shares ISA,BR120
CMP100276,SAN100374,35,Male,Premium,Nottingham,2024-06-18,11:23:10,Loan/Mortgage Issues,Low,Payment not reflected on account,Email,Closed,2024-07-06,18.0,0.0,3.0,False,Credit Card,
CMP100277,SAN100443,53,Male,Premium,Southampton,2024-06-14,03:38:25,Transaction Disputes,Medium,Incorrect amount debited,Social Media,Closed,2024-07-11,27.0,0.0,3.0,False,Everyday Current Account,BR501
CMP100278,SAN100087,49,Female,Premium,Glasgow,2025-07-02,14:20:05,Card Problems,Medium,Card blocked while travelling,Branch,Closed,2025-07-05,3.0,0.0,5.0,False,Business Current Account,
CMP100279,SAN100259,46,Other,Premium,London,2024-11-15,11:11:32,Customer Service,Medium,Promised callback never received,Social Media,Closed,2024-11-16,1.0,0.0,4.0,False,Stocks & Shares ISA,
CMP100280,SAN100452,47,Male,Premium,Birmingham,2025-08-13,00:29:12,Transaction Disputes,Medium,Double charged for a purchase,Social Media,Closed,2025-08-14,1.0,0.0,5.0,False,Everyday Current Account,
CMP100281,SAN100369,69,Other,Standard,Stoke-on-Trent,2024-12-15,21:32:54,Fraud/Security,Medium,Suspicious activity not flagged,Email,Closed,2024-12-29,14.0,0.0,2.0,False,Credit Card,
CMP100282,SAN100441,37,Other,Standard Plus,Bradford,2025-06-30,18:35:24,Mobile App Issues,Low,App shows incorrect balance,Online Chat,Closed,2025-07-13,13.0,149.95,3.0,False,eSaver,
CMP100283,SAN100496,41,Male,Premium,Edinburgh,2025-04-23,09:52:41,Branch Service,Medium,Branch closed without notice,Mobile App,Resolved,2025-05-04,11.0,0.0,3.0,False,Cash ISA,BR448
CMP100284,SAN100426,35,Female,Premium,Bristol,2025-03-19,10:32:48,Branch Service,Medium,Appointment not honored,Online Chat,Closed,2025-03-22,3.0,26.66,5.0,False,Stocks & Shares ISA,BR716
CMP100285,SAN100363,45,Other,Premium,Manchester,2025-01-06,15:27:33,Account Access Issues,Low,Password reset not working,Email,Resolved,2025-01-12,6.0,0.0,4.0,False,Personal Loan,BR512
CMP100286,SAN100256,41,Other,Premium,Birmingham,2024-08-30,13:54:56,Payment Delays,Low,International transfer delayed,Branch,Closed,2024-09-11,12.0,0.0,4.0,False,Personal Loan,
CMP100287,SAN100439,44,Male,Premium,Stoke-on-Trent,2025-08-25,15:01:37,Interest Rate Disputes,Medium,Interest calculation incorrect,Branch,Closed,2025-09-03,9.0,0.0,2.0,False,1|2|3 Current Account,BR366
CMP100288,SAN100382,62,Other,Premium,Edinburgh,2024-06-29,03:09:22,Account Access Issues,High,Unable to log into online banking for 3 days,Email,Closed,2024-08-28,0.0,0.0,2.0,False,Help to Buy ISA,BR479
CMP100289,SAN100009,31,Other,Standard,Leicester,2024-09-17,00:58:48,Fee Complaints,Medium,Foreign transaction fee too high,Email,Closed,2024-09-19,2.0,0.0,3.0,False,Business Current Account,BR685
CMP100290,SAN100143,42,Other,Premium,Manchester,2024-09-03,10:18:17,Interest Rate Disputes,Medium,Interest calculation incorrect,Email,Closed,2024-09-19,16.0,0.0,1.0,False,Everyday Saver,BR254
CMP100291,SAN100337,23,Other,Standard Plus,Manchester,2025-11-22,22:07:53,Fee Complaints,High,Foreign transaction fee too high,Mobile App,Closed,2025-11-29,7.0,0.0,4.0,False,eSaver,BR255
CMP100292,SAN100412,38,Male,Standard Plus,Edinburgh,2025-04-27,14:07:01,Transaction Disputes,Low,Double charged for a purchase,Branch,Resolved,2025-05-04,7.0,0.0,3.0,False,Personal Loan,BR833
CMP100293,SAN100270,57,Male,Premium,Leeds,2024-09-16,12:51:15,Payment Delays,Medium,Standing order failed,Online Chat,Closed,2024-10-03,17.0,0.0,5.0,False,Cash ISA,BR717
CMP100294,SAN100125,26,Female,Premium,Leeds,2024-06-26,03:25:39,Customer Service,Low,Unhelpful staff at branch,Social Media,Resolved,2024-07-12,16.0,126.43,2.0,False,Personal Loan,
CMP100295,SAN100219,19,Male,Standard,Newcastle,2025-02-12,01:59:22,Loan/Mortgage Issues,Medium,Payment not reflected on account,Branch,Resolved,2025-04-13,60.0,0.0,5.0,False,Everyday Current Account,BR315
CMP100296,SAN100285,45,Female,Standard,Manchester,2024-10-03,13:53:17,Loan/Mortgage Issues,Low,Payment not reflected on account,Email,Closed,2024-10-04,1.0,29.47,3.0,False,1|2|3 Current Account,
CMP100297,SAN100423,49,Female,Premium,Edinburgh,2025-07-10,09:31:32,Fraud/Security,Low,Security breach concern,Email,Resolved,2025-07-11,1.0,0.0,1.0,False,Mortgage,BR125
CMP100298,SAN100192,33,Female,Premium,Sheffield,2025-10-10,18:14:33,Account Access Issues,Medium,Password reset not working,Branch,Closed,2025-10-28,18.0,123.4,2.0,False,Mortgage,BR898
CMP100299,SAN100315,19,Male,Standard Plus,Edinburgh,2025-09-06,13:34:16,Loan/Mortgage Issues,Medium,Payment not reflected on account,Mobile App,Closed,2025-09-18,12.0,0.0,4.0,False,Select Current Account,BR157
CMP100300,SAN100230,74,Female,Premium,Nottingham,2025-04-20,08:24:52,Interest Rate Disputes,Critical,Interest calculation incorrect,Mobile App,Closed,2025-04-24,0.0,0.0,2.0,True,Stocks & Shares ISA,
CMP100301,SAN100034,50,Male,Premium,London,2024-10-26,18:37:10,Online Banking,Medium,Session timeout too short,Online Chat,Resolved,2024-10-27,1.0,0.0,5.0,False,Mortgage,
CMP100302,SAN100016,44,Female,Premium,Stoke-on-Trent,2025-08-06,20:45:54,Fraud/Security,Low,Phishing email received,Email,Closed,2025-08-07,1.0,1154.96,3.0,False,Select Current Account,
CMP100303,SAN100028,32,Male,Premium,Edinburgh,2024-12-07,05:40:12,Mobile App Issues,Critical,App shows incorrect balance,Mobile App,Resolved,2025-01-07,31.0,0.0,2.0,False,Everyday Current Account,BR380
CMP100304,SAN100399,45,Other,Premium,Coventry,2025-05-11,11:36:46,Loan/Mortgage Issues,High,Incorrect interest rate applied,Email,Resolved,2025-05-13,2.0,0.0,2.0,True,1|2|3 Current Account,
CMP100305,SAN100483,34,Female,Premium,Stoke-on-Trent,2025-06-11,13:14:54,Fraud/Security,Medium,Fraud alert triggered incorrectly,Online Chat,Closed,2025-06-16,5.0,44.67,5.0,False,Help to Buy ISA,
CMP100306,SAN100075,48,Other,Premium,Manchester,2024-10-11,11:17:26,Branch Service,Low,Branch closed without notice,Mobile App,Closed,2024-10-14,3.0,0.0,2.0,False,Personal Loan,BR823
CMP100307,SAN100153,64,Female,Premium,Leeds,2025-10-20,19:55:20,Interest Rate Disputes,Medium,Savings rate lower than advertised,Phone,Resolved,2025-10-26,6.0,0.0,5.0,False,Mortgage,BR623
CMP100308,SAN100219,19,Male,Standard,Newcastle,2024-07-05,20:46:59,Online Banking,Low,Transfer limit too restrictive,Social Media,Closed,2024-07-06,0.0,187.24,3.0,False,Business Current Account,
CMP100309,SAN100167,59,Female,Standard Plus,Leicester,2024-08-15,12:49:09,Mobile App Issues,Medium,App shows incorrect balance,Social Media,Resolved,2024-08-25,10.0,127.11,2.0,False,Help to Buy ISA,BR599
CMP100310,SAN100191,18,Other,Premium,Sheffield,2025-04-03,06:27:20,Mobile App Issues,Critical,Fingerprint login not working,Email,Closed,2025-04-04,1.0,0.0,4.0,True,Mortgage,BR202
CMP100311,SAN100366,51,Female,Premium,Coventry,2024-12-10,09:56:58,Interest Rate Disputes,High,Interest calculation incorrect,Mobile App,Resolved,2025-01-01,22.0,0.0,2.0,False,Select Current Account,BR414
CMP100312,SAN100445,57,Female,Standard Plus,Nottingham,2024-12-12,03:46:55,Card Problems,High,New card not received after 2 weeks,Phone,Closed,2024-12-15,3.0,26.07,1.0,False,1|2|3 Current Account,
CMP100313,SAN100396,49,Female,Standard Plus,Glasgow,2025-06-06,14:26:10,Fraud/Security,High,Phishing email received,Social Media,Closed,2025-06-16,10.0,172.65,4.0,True,eSaver,BR808
CMP100314,SAN100019,25,Male,Premium,Birmingham,2025-06-13,11:16:38,Card Problems,Low,Card blocked while travelling,Social Media,Closed,2025-07-12,29.0,0.0,5.0,False,Credit Card,
CMP100315,SAN100476,26,Male,Premium,Belfast,2025-05-15,09:26:31,Transaction Disputes,Low,Unauthorized transaction on my account,Mobile App,Closed,2025-05-29,14.0,0.0,3.0,False,1|2|3 Current Account,
CMP100316,SAN100206,21,Male,Standard Plus,Bristol,2024-11-12,08:13:50,Card Problems,High,New card not received after 2 weeks,Online Chat,Resolved,2024-11-22,10.0,79.53,2.0,True,Everyday Saver,
CMP100317,SAN100182,55,Male,Standard Plus,Birmingham,2024-12-06,05:11:18,Customer Service,Low,Long wait times on phone support,Branch,Closed,2024-12-11,178.0,0.0,5.0,False,Mortgage,
CMP100318,SAN100392,53,Female,Premium,Liverpool,2025-05-27,09:20:33,Online Banking,Medium,Website down during payment,Mobile App,Resolved,2025-06-01,5.0,0.0,4.0,False,Mortgage,BR313
CMP100319,SAN100480,54,Female,Premium,Newcastle,2025-11-08,11:19:36,Transaction Disputes,Low,Refund not received after 30 days,Online Chat,Resolved,2025-11-23,15.0,0.0,1.0,False,Stocks & Shares ISA,
CMP100320,SAN100377,30,Male,Premium,Belfast,2024-07-22,17:14:44,Interest Rate Disputes,Low,Interest calculation incorrect,Email,Closed,2024-09-20,60.0,0.0,4.0,False,Everyday Current Account,BR165
CMP100321,SAN100413,68,Female,Premium,Liverpool,2024-09-23,23:08:25,Fraud/Security,Low,Suspicious activity not flagged,Phone,Resolved,2024-10-08,15.0,0.0,4.0,False,eSaver,BR803
CMP100322,SAN100192,33,Female,Premium,Sheffield,2024-10-03,09:56:12,Mobile App Issues,Low,App shows incorrect balance,Online Chat,Resolved,2024-10-14,11.0,37.6,5.0,False,Mortgage,BR678
CMP100323,SAN100203,28,Male,Premium,Bristol,2024-07-06,13:47:43,Customer Service,Low,Unhelpful staff at branch,Online Chat,Resolved,2024-07-24,18.0,0.0,3.0,False,1|2|3 Current Account,
CMP100324,SAN100038,46,Other,Standard,Glasgow,2025-10-11,18:49:13,Loan/Mortgage Issues,High,Payment not reflected on account,Social Media,Closed,2025-10-19,8.0,0.0,1.0,True,Select Current Account,BR154
CMP100325,SAN100134,38,Male,Standard Plus,Newcastle,2025-04-23,19:39:35,Loan/Mortgage Issues,Low,Incorrect interest rate applied,Online Chat,Closed,2025-04-24,1.0,726.85,3.0,False,Everyday Saver,BR708
CMP100326,SAN100447,65,Male,Standard Plus,Liverpool,2025-07-28,17:25:51,Loan/Mortgage Issues,Low,Early repayment fee dispute,Mobile App,Resolved,2025-08-08,11.0,0.0,1.0,False,Mortgage,BR611
CMP100327,SAN100328,45,Male,Premium,Leicester,2025-06-12,02:54:31,Card Problems,Low,Card blocked while travelling,Branch,Resolved,2025-07-26,44.0,0.0,5.0,False,Stocks & Shares ISA,
CMP100328,SAN100204,46,Other,Premium,Newcastle,2025-06-10,23:04:18,Account Access Issues,High,Unable to log into online banking for 3 days,Branch,Closed,2025-06-12,2.0,0.0,4.0,True,Mortgage,BR416
CMP100329,SAN100139,46,Other,Premium,Leeds,2025-08-26,12:28:46,Transaction Disputes,Low,Double charged for a purchase,Branch,Closed,2025-09-11,154.0,1846.06,1.0,False,Cash ISA,
CMP100330,SAN100191,18,Other,Premium,Sheffield,2025-07-17,03:04:12,Account Access Issues,High,Account locked without explanation,Phone,Closed,2025-07-20,3.0,0.0,3.0,True,Personal Loan,BR759
CMP100331,SAN100190,32,Female,Standard Plus,Nottingham,2025-05-06,20:37:46,Fraud/Security,Medium,Fraud alert triggered incorrectly,Mobile App,Closed,2025-05-16,10.0,0.0,5.0,False,Business Current Account,BR697
CMP100332,SAN100049,45,Other,Premium,Newcastle,2025-08-30,22:33:06,Customer Service,Medium,Long wait times on phone support,Social Media,Closed,2025-08-31,1.0,0.0,2.0,False,Help to Buy ISA,BR184
CMP100333,SAN100355,48,Other,Premium,London,2024-11-29,03:51:42,Transaction Disputes,Low,Incorrect amount debited,Mobile App,Closed,2024-12-07,8.0,13.47,3.0,False,Stocks & Shares ISA,
CMP100334,SAN100391,50,Male,Standard Plus,Belfast,2024-07-14,04:58:34,Payment Delays,Medium,Standing order failed,Phone,Closed,2024-08-02,19.0,0.0,1.0,False,Everyday Current Account,BR694
CMP100335,SAN100025,49,Other,Premium,Glasgow,2025-07-01,05:21:46,Loan/Mortgage Issues,High,Payment not reflected on account,Email,Resolved,2025-07-06,5.0,0.0,4.0,False,Credit Card,BR211
CMP100336,SAN100400,59,Male,Premium,Newcastle,2025-10-10,00:39:41,Account Access Issues,Medium,Password reset not working,Phone,Resolved,2025-10-25,15.0,159.88,3.0,False,Help to Buy ISA,BR355
CMP100337,SAN100251,24,Other,Premium,London,2024-08-01,06:43:19,Loan/Mortgage Issues,Low,Payment not reflected on account,Social Media,Resolved,2024-08-23,22.0,0.0,2.0,False,Personal Loan,
CMP100338,SAN100324,41,Other,Premium,Liverpool,2024-10-09,23:57:34,Loan/Mortgage Issues,Critical,Mortgage application delayed,Mobile App,Resolved,2024-11-14,36.0,89.2,5.0,False,Credit Card,BR667
CMP100339,SAN100020,56,Other,Standard Plus,Cardiff,2024-12-11,04:43:30,Card Problems,High,Contactless payment not working,Social Media,Resolved,2024-12-14,3.0,0.0,2.0,True,Help to Buy ISA,
CMP100340,SAN100190,32,Female,Standard Plus,Nottingham,2024-06-17,02:46:44,Mobile App Issues,Low,Fingerprint login not working,Mobile App,Resolved,2024-06-24,7.0,172.12,5.0,False,Everyday Current Account,BR150
CMP100341,SAN100492,44,Female,Premium,Glasgow,2025-11-27,06:34:04,Interest Rate Disputes,High,Savings rate lower than advertised,Branch,Closed,2025-11-29,2.0,0.0,5.0,True,Everyday Current Account,
CMP100342,SAN100387,54,Female,Premium,London,2024-08-31,12:03:26,Loan/Mortgage Issues,Low,Early repayment fee dispute,Branch,Resolved,2024-10-30,60.0,61.51,1.0,False,Stocks & Shares ISA,
CMP100343,SAN100001,54,Other,Premium,Stoke-on-Trent,2024-12-14,03:23:06,Fee Complaints,High,ATM withdrawal fee dispute,Mobile App,Closed,2025-01-19,36.0,88.85,5.0,True,Everyday Saver,BR421
CMP100344,SAN100341,37,Female,Premium,Coventry,2025-09-28,16:15:39,Payment Delays,Medium,Standing order failed,Mobile App,Closed,2025-10-08,10.0,0.0,4.0,False,Cash ISA,
CMP100345,SAN100309,52,Male,Premium,Glasgow,2025-08-22,13:12:57,Account Access Issues,Low,Password reset not working,Branch,Closed,2025-09-16,25.0,0.0,3.0,False,Select Current Account,
CMP100346,SAN100410,37,Female,Standard,Stoke-on-Trent,2024-08-21,17:03:10,Loan/Mortgage Issues,Medium,Early repayment fee dispute,Online Chat,Resolved,2024-08-31,10.0,44.39,3.0,False,Mortgage,BR639
CMP100347,SAN100331,44,Female,Premium,Leeds,2025-01-24,20:15:20,Loan/Mortgage Issues,High,Payment not reflected on account,Mobile App,Closed,2025-02-06,13.0,0.0,2.0,True,Personal Loan,BR775
CMP100348,SAN100191,18,Other,Premium,Sheffield,2025-06-06,02:04:57,Payment Delays,Low,Standing order failed,Phone,Resolved,2025-06-07,1.0,0.0,2.0,False,Help to Buy ISA,
CMP100349,SAN100417,44,Male,Premium,Belfast,2025-10-10,06:44:48,Fee Complaints,Medium,Foreign transaction fee too high,Mobile App,Resolved,2025-10-29,19.0,180.37,2.0,False,Everyday Saver,
CMP100350,SAN100425,35,Male,Premium,Leicester,2025-08-16,12:46:56,Interest Rate Disputes,Low,Savings rate lower than advertised,Mobile App,Resolved,2025-08-17,1.0,0.0,4.0,False,Everyday Current Account,BR988
CMP100351,SAN100208,68,Female,Standard Plus,Edinburgh,2024-12-06,11:05:36,Branch Service,Low,Appointment not honored,Social Media,Resolved,2024-12-30,24.0,75.79,2.0,False,Everyday Current Account,
CMP100352,SAN100361,24,Other,Standard Plus,Nottingham,2025-06-14,23:43:09,Payment Delays,Medium,Salary not credited on time,Online Chat,Closed,2025-07-05,21.0,0.0,4.0,False,Everyday Saver,
CMP100353,SAN100014,35,Female,Premium,Coventry,2025-03-14,19:38:42,Fraud/Security,Low,Phishing email received,Phone,Closed,2025-03-31,17.0,0.0,4.0,False,Help to Buy ISA,
CMP100354,SAN100224,37,Female,Standard,Manchester,2025-02-27,16:07:17,Account Access Issues,Low,Password reset not working,Social Media,Closed,2025-02-28,1.0,0.0,3.0,False,Everyday Saver,
CMP100355,SAN100063,30,Other,Premium,Belfast,2025-03-17,12:47:20,Online Banking,Low,Transfer limit too restrictive,Branch,Resolved,2025-03-22,5.0,0.0,1.0,False,Mortgage,BR778
CMP100356,SAN100064,46,Other,Premium,Sheffield,2025-03-31,11:35:59,Fee Complaints,Medium,ATM withdrawal fee dispute,Email,Closed,2025-04-04,131.0,0.0,3.0,False,Personal Loan,
CMP100357,SAN100034,50,Male,Premium,London,2025-06-06,18:32:59,Fraud/Security,Low,Phishing email received,Branch,Closed,2025-06-12,6.0,26.55,5.0,False,Everyday Current Account,
CMP100358,SAN100166,46,Female,Premium,Sheffield,2024-12-08,23:44:55,Card Problems,High,Card declined despite sufficient funds,Phone,Resolved,2024-12-09,1.0,103.53,3.0,False,Everyday Current Account,
CMP100359,SAN100481,47,Female,Standard Plus,Sheffield,2024-12-05,12:25:51,Mobile App Issues,Critical,Fingerprint login not working,Mobile App,Resolved,2025-01-12,38.0,0.0,2.0,False,Cash ISA,BR630
CMP100360,SAN100138,47,Male,Premium,Belfast,2024-07-15,01:42:31,Mobile App Issues,Low,App shows incorrect balance,Online Chat,Resolved,2024-07-26,11.0,26.84,1.0,False,1|2|3 Current Account,BR598
CMP100361,SAN100056,45,Other,Premium,Newcastle,2025-05-13,03:29:45,Transaction Disputes,Medium,Refund not received after 30 days,Branch,Closed,2025-05-18,5.0,0.0,1.0,False,Everyday Saver,BR201
CMP100362,SAN100143,42,Other,Premium,Manchester,2025-01-23,08:13:07,Customer Service,Medium,Unhelpful staff at branch,Mobile App,Closed,2025-01-30,7.0,0.0,5.0,False,1|2|3 Current Account,BR578
CMP100363,SAN100089,41,Female,Premium,Glasgow,2024-06-23,13:39:17,Transaction Disputes,High,Unauthorized transaction on my account,Online Chat,Closed,2024-07-01,8.0,0.0,3.0,False,Personal Loan,BR170
CMP100364,SAN100195,31,Other,Premium,Cardiff,2025-04-27,15:41:43,Fraud/Security,Medium,Fraud alert triggered incorrectly,Social Media,Closed,2025-05-09,12.0,0.0,1.0,False,Mortgage,BR566
CMP100365,SAN100475,41,Other,Standard Plus,Bradford,2025-10-11,18:50:16,Loan/Mortgage Issues,Low,Early repayment fee dispute,Phone,Resolved,2025-10-21,10.0,147.46,2.0,False,1|2|3 Current Account,BR486
CMP100366,SAN100343,41,Other,Premium,Coventry,2024-07-15,09:15:38,Interest Rate Disputes,Medium,Savings rate lower than advertised,Online Chat,Resolved,2024-08-19,35.0,0.0,1.0,False,Personal Loan,
CMP100367,SAN100108,33,Female,Standard Plus,Birmingham,2024-10-06,05:56:12,Fraud/Security,Medium,Phishing email received,Email,Resolved,2024-10-15,9.0,0.0,2.0,False,Stocks & Shares ISA,
CMP100368,SAN100105,53,Female,Premium,Birmingham,2024-07-22,11:22:50,Loan/Mortgage Issues,Medium,Early repayment fee dispute,Phone,Closed,2024-09-20,60.0,0.0,3.0,False,eSaver,
CMP100369,SAN100332,34,Female,Standard,London,2025-02-17,02:50:13,Account Access Issues,Low,Password reset not working,Branch,Closed,2025-03-15,26.0,73.07,2.0,False,Help to Buy ISA,BR268
CMP100370,SAN100214,60,Other,Premium,Leicester,2025-10-07,23:06:40,Customer Service,Low,Promised callback never received,Email,Closed,2025-10-10,3.0,0.0,5.0,False,Stocks & Shares ISA,BR887
CMP100371,SAN100156,57,Other,Premium,Newcastle,2024-11-14,19:52:49,Payment Delays,Medium,Direct debit not processed,Branch,Closed,2024-12-21,37.0,0.0,2.0,False,Cash ISA,
CMP100372,SAN100194,59,Female,Standard,Leicester,2025-08-28,22:44:16,Online Banking,Medium,Cannot download statements,Mobile App,Resolved,2025-08-29,1.0,125.91,3.0,False,1|2|3 Current Account,BR191
CMP100373,SAN100132,41,Male,Premium,Cardiff,2024-11-19,08:00:32,Loan/Mortgage Issues,Low,Incorrect interest rate applied,Online Chat,Resolved,2024-12-12,23.0,0.0,5.0,False,Everyday Current Account,BR544
CMP100374,SAN100187,77,Male,Standard Plus,Newcastle,2025-06-10,19:21:01,Account Access Issues,Critical,Password reset not working,Social Media,Closed,2025-06-16,6.0,0.0,3.0,True,Select Current Account,
CMP100375,SAN100021,43,Male,Premium,Leeds,2025-06-13,04:50:21,Payment Delays,Medium,Standing order failed,Email,Closed,2025-07-12,29.0,0.0,2.0,False,Personal Loan,
CMP100376,SAN100184,46,Male,Premium,Southampton,2025-06-18,14:56:16,Online Banking,Low,Transfer limit too restrictive,Online Chat,Closed,2025-07-16,28.0,0.0,3.0,False,Help to Buy ISA,BR675
CMP100377,SAN100289,22,Male,Premium,Sheffield,2025-10-19,23:17:33,Transaction Disputes,Medium,Refund not received after 30 days,Mobile App,Resolved,2025-11-10,22.0,0.0,3.0,False,Select Current Account,BR737
CMP100378,SAN100227,37,Male,Standard,London,2025-01-15,22:40:46,Card Problems,Low,New card not received after 2 weeks,Online Chat,Closed,2025-02-05,21.0,0.0,5.0,False,Credit Card,BR787
CMP100379,SAN100170,32,Male,Premium,Newcastle,2025-02-15,14:57:31,Customer Service,Medium,Incorrect information provided,Mobile App,Closed,2025-02-20,5.0,0.0,3.0,False,Stocks & Shares ISA,
CMP100380,SAN100041,67,Other,Standard,London,2025-03-25,21:40:34,Fee Complaints,Medium,Monthly fee increased without notice,Email,Resolved,2025-03-26,1.0,0.0,5.0,False,Stocks & Shares ISA,
CMP100381,SAN100107,40,Other,Premium,Bradford,2024-07-30,01:52:12,Mobile App Issues,Low,Cannot make payments through app,Branch,Closed,2024-08-06,7.0,0.0,3.0,False,Credit Card,BR439
CMP100382,SAN100386,54,Other,Premium,Bradford,2025-02-05,14:44:56,Branch Service,Medium,Long queues at branch,Online Chat,Closed,2025-02-07,2.0,0.0,4.0,False,Personal Loan,BR675
CMP100383,SAN100354,18,Male,Standard,Cardiff,2024-10-14,15:00:23,Card Problems,High,New card not received after 2 weeks,Phone,Resolved,2024-10-30,16.0,0.0,5.0,True,Help to Buy ISA,BR873
CMP100384,SAN100173,23,Male,Premium,London,2024-10-16,02:52:12,Fraud/Security,Low,Security breach concern,Mobile App,Resolved,2024-10-21,5.0,76.87,4.0,False,1|2|3 Current Account,BR542
CMP100385,SAN100487,38,Male,Premium,Newcastle,2024-07-23,09:44:20,Transaction Disputes,Critical,Incorrect amount debited,Branch,Resolved,2024-09-12,0.0,58.59,4.0,True,1|2|3 Current Account,BR780
CMP100386,SAN100465,36,Female,Standard Plus,Newcastle,2025-09-05,23:10:36,Customer Service,High,Unhelpful staff at branch,Email,Resolved,2025-09-19,14.0,0.0,1.0,True,eSaver,BR472
